drug_schedule,description,trade_name_detected,is_billable,is_multi_dose,is_external,is_refrigerated,unit_of_issue,requires_cycle_count_witness,requires_issue_witness,requires_restock_witness,requires_return_witness,requires_waste_witness,Issue Unit Strength,order_quantity,order_unit,order_unit_price
6,Benazepril 20mg Tablet,"Fortekor, Lotensin",1,1,0,0,TAB,0,0,0,0,0,20 mg,100,TAB,$5.25
6,Benazepril 40mg Tablet,"Fortekor, Lotensin",1,1,0,0,TAB,0,0,0,0,0,40 mg,100,TAB,$14.15
6,Bene-Bac Plus Pet Gel 15gm,,1,0,0,0,TUBE,0,0,0,0,0,15 g,1,TUBE,$4.35
6,Benzonatate 100mg Capsule,,1,0,0,0,CAP,0,0,0,0,0,100 mg,100,CAP,$8.24
6,Benzoyl Peroxide Shampoo 1 Gallon,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$89.38
6,Benzoyl Peroxide Shampoo16oz,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$9.95
6,Betadine 5% Ophth Sterile Prep Sol,,1,0,0,0,EACH,0,0,0,0,0,5%,1,EACH,$18.75
6,Betamethasone 6mg/ml Inj,,1,1,0,0,ML,0,0,0,0,0,6 mg,5,ML,$84.00
6,Betamethasone/Gentamicin Spray,"GenOne, Betagen, Gentacalm",1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$26.82
6,Bexagliflozin 15mg Tablet,Bexacat,1,1,0,0,TAB,0,0,0,0,0,15 mg,30,TAB,$59.67
6,Bismuth 1 Gallon,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$14.21
6,Bisolvon 5g Sachet 40ct,,1,0,0,0,EACH,0,0,0,0,0,5 g,40,EACH,$86.68
6,Blood Bag 150ml Teramu Transfer,,1,0,0,0,BAG,0,0,0,0,0,,4,BAG,$120.00
6,Blood Canine Packed RBC 125ml,,1,0,0,1,BAG,0,0,0,0,0,,1,BAG,$77.00
6,Blood Canine Packed RBC 250ml,,1,0,0,1,BAG,0,0,0,0,0,,1,BAG,$132.00
6,Blood Feline Packed RBC 25ml,,1,0,0,1,BAG,0,0,0,0,0,,1,BAG,$156.00
5,Bonqat Oral Solution for Cats,Pregabalin ,1,0,0,0,BTTL,1,1,1,1,1,,1,BTTL,$0.00
6,Bordatella Oral Vaccine,Trucan B,1,0,0,1,DOSE,0,0,0,0,0,,25,DOSE,$141.21
6,Bordetella,,1,0,0,1,TRAY,0,0,0,0,0,,1,TRAY,$69.65
6,BOVA GS-441524,,1,1,0,0,ML,0,0,0,0,0,,20,ML,$0.00
6,BoviBond,,1,0,0,0,CASE,0,0,0,0,0,,1,CASE,$286.68
6,Bovikalc Bolus,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$356.16
6,Bovikalc Gun,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$37.85
6,Bovi-Sera Cattle and Sheep Vaccine,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$0.00
6,Bovishield Gold 5 +L5 10 Ds Bottle,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$20.41
6,Bovi-VIR PFW 50mL,,1,1,0,0,ML,0,0,0,0,0,,50,ML,$38.44
6,BPO-3 Shampoo,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$13.76
6,Braunamid Catgut No3,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$0.00
6,Braunamid White 4 Non-Absorb 25m,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$0.00
6,Bravecto 150mg/ml 15ml,Bravecto,1,0,0,0,DOSE,0,0,0,0,0,150 mg,1,DOSE,$915.00
6,Bravecto Cat 13.8-27.5lbs,Bravecto,1,0,0,0,DOSE,0,0,0,0,0,,1,DOSE,$10.86
6,Bravecto Cat 2.6-6.2lbs,Bravecto,1,0,0,0,DOSE,0,0,0,0,0,,1,DOSE,$10.15
6,Bravecto Dog 22-44lbs,Bravecto,1,0,0,0,DOSE,0,0,0,0,0,,1,DOSE,$0.00
6,Bravecto Dog 44-88lbs,Bravecto,1,0,0,0,DOSE,0,0,0,0,0,,10,DOSE,$150.20
6,Brilinta 90mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,90 mg,60,TAB,$476.92
6,Brimonidine Tartrate 0.2% Oph Sol,,1,0,0,0,BTTL,0,0,0,0,0,0.20%,1,BTTL,$0.00
6,Bromenfac 0.09% Ophth Soln 1.7 mL,,1,0,0,0,BTTL,0,0,0,0,0,0.09%,1,BTTL,$0.00
0,Brown Gauze Roll,,1,0,0,0,EACH,0,0,0,0,0,,12,EACH,$8.20
6,Budesonide 0.5mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,0.5 mg,30,TAB,$0.00
6,Budesonide 3mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,3 mg,30,TAB,$0.00
6,Bupivacaine 0.25% (25 mg/ml) Inj,,1,1,0,0,ML,0,0,0,0,0,0.25%,50,ML,$7.33
6,Bupivacaine 0.5% (5mg/ml) Inj,,1,1,0,0,ML,0,0,0,0,0,0.50%,50,ML,$6.10
3,Buprenorphine 0.2mg Sublingual Tab,,1,1,0,0,TAB,1,1,1,1,1,0.2 mg,50,TAB,$52.22
3,Buprenorphine 0.3 mg/ml Oral ,,1,1,0,0,ML,1,1,1,1,1,0.3 mg,30,ML,$175.00
3,Buprenorphine 0.3mg/ml Inj,Vetergesic,1,1,0,0,ML,1,1,1,1,1,0.3 mg,5,ML,$0.00
3,Buprenorphine 0.5 mg/ml Inj,,1,1,0,0,ML,1,1,1,1,1,0.5 mg,10,ML,$0.00
3,Buprenorphine 0.5mg/ml Oral,,1,1,0,0,ML,1,1,1,1,1,0.5 mg,120,ML,$0.00
3,Buprenorphine 0.6 mg/ml Inj,,1,1,0,0,ML,1,1,1,1,1,0.6 mg,10,ML,$53.94
3,Buprenorphine 0.6 mg/ml Oral,,1,1,0,0,ML,1,1,1,1,1,0.6 mg,90,ML,$175.00
3,Buprenorphine 0.8mg/ml Sublingual ,,1,1,0,0,ML,1,1,1,1,1,0.8 mg,10,ML,$30.53
8,Buprenorphine 5ug Patch,,1,0,0,0,EACH,1,1,1,1,1,5ug,2,EACH,$27.13
3,Buprenorphine ER 1.3 mg/ml Inj,,1,1,0,0,ML,1,1,1,1,1,1.3 mg,3,ML,$415.00
3,Buprenorphine SR 1.8 mg/ml Inj,Simbadol,1,1,0,0,ML,1,1,1,1,1,1.8 mg,10,ML,$317.45
3,Buprenorphine Transd 20mg/ml 0.4ml,Zorbium 2-6lbs,1,0,0,0,TUBE,1,1,1,1,1,20mg,10,TUBE,$77.86
3,Buprenorphine Transd 20mg/ml 1ml ,Zorbium 6-12lbs ,1,0,0,0,TUBE,1,1,1,1,1,20mg,10,TUBE,$156.12
6,Buscopan 10mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,10 mg,40,TAB,$5.72
6,Buscopan 20mg/ml Inj,,1,1,0,0,ML,0,0,0,0,0,20 mg,50,ML,$0.00
4,Butorphanol 10mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,10 mg,100,TAB,$439.00
4,Butorphanol 10mg/mL Inj,"Dolorex, Torbugesic",1,1,0,0,ML,1,1,1,1,1,10mg,10,ML,$54.98
4,Butorphanol 1mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,1 mg,100,TAB,$0.00
4,Butorphanol 5mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,5 mg,100,TAB,$261.50
0,C.E.T. Enzymatic Poultry 2.5oz,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$0.00
6,Calcitriol 0.25mcg Capsule,,1,0,0,0,CAP,0,0,0,0,0,0.25 mcg,30,CAP,$6.40
6,Calcitriol 0.5mcg Tablet,,1,1,0,0,TAB,0,0,0,0,0,0.5 mcg,100,TAB,$15.47
6,Calcitriol 1mcg/ml Oral Solution,,1,1,0,0,ML,0,0,0,0,0,1 mcg,15,ML,$82.93
6,Calcium Acetate 667mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,667 mg,200,TAB,$30.89
6,Calcium Carbonate 1000mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,1000 mg,160,TAB,$0.06
6,Calcium Gel 300ml Tube,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$11.30
6,Calcium Gluconate 10% Inj,,1,0,0,0,AMP,0,0,0,0,0,10%,10,AMP,$21.55
6,Calcium Gluconate 23% 500ml,,1,0,0,0,BTTL,0,0,0,0,0,23%,1,BTTL,$3.71
6,Calcium Syrup 1L,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$0.00
6,Calf Claim 6.5oz,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$0.00
6,Calf Snare (Ideal),,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$40.88
6,Calf's Choice,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$1.74
0,Calmer Collar Large KVP,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$17.58
0,Calmer Collar XS KVP,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$10.18
6,Calsorb Supplement Gel 12mL,,1,0,0,0,TUBE,0,0,0,0,0,,1,TUBE,$7.28
6,Calva Milk Replacer 25lb,,1,0,0,0,BAG,0,0,0,0,0,,1,BAG,$0.00
6,Can 1 DAPPv Vacc 1ml (1 Yr),Nobivac,1,0,0,1,DOSE,0,0,0,0,0,,25,DOSE,$7.97
6,Canaural Ear Drops 15ml,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$10.49
6,Candesartan 16mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,16 mg,90,TAB,$36.38
6,Canine DHPP Vaccine,,1,0,0,1,DOSE,0,0,0,0,0,,25,DOSE,$119.75
6,Canine Parvo Antibody per 11lb,,1,0,0,1,VIAL,0,0,0,0,0,,6,VIAL,"$1,320.00 "
6,Caninsulin 40IU/ml 2.5ml Vials,,1,0,0,0,BOX,0,0,0,0,0,40iu,1,BOX,$0.00
6,Capromorelin 30mg/ml Oral 15ml ,Entyce,1,0,0,0,EACH,0,0,0,0,0,,15,ML,$37.88
6,Capromorelin 30mg/ml Oral 30ml,Entyce,1,0,0,0,EACH,0,0,0,0,0,,30,ML,$64.89
6,Capromorelin 30mg/ml Oral10ml ,Entyce,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$32.76
6,Capstar Cats 11.4mg Pink ,,1,0,0,0,DOSE,0,0,0,0,0,,60,DOSE,$110.43
6,Capstar Dog 11.4mg Blue ,,1,0,0,0,DOSE,0,0,0,0,0,11.4 mg,60,DOSE,$28.10
6,Capstar Dog 57mg Green  ,,1,0,0,0,DOSE,0,0,0,0,0,57 mg,60,DOSE,$29.19
6,Carafate 1gm,,1,1,0,0,TAB,0,0,0,0,0,1 g,500,TAB,$105.70
6,Carbocaine-V 2% Inj ,,1,1,0,0,ML,0,0,0,0,0,20mg,50,ML,$0.66
6,Carbodote Oral Susp. 100ml  ,,1,1,0,0,ML,0,0,0,0,0,100 ml,100,ml,$10.87
6,Carbosorb 0.2% 250ml ,,1,0,0,0,BTTL,0,0,0,0,0,2mg,1,BTTL,$0.00
6,Cardalis 20mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,20 mg,30,TAB,$32.55
6,Carisoprodol 350mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,350 mg,100,TAB,$6.22
6,Carprofen 100mg Caplet,Vetprofen,1,0,0,0,CAP,0,0,0,0,0,100 mg,240,TAB,$83.64
6,Carprofen 100mg Chew,"Rimadyl, Novox",1,1,0,0,TAB,0,0,0,0,0,100 mg,180,TAB,$101.92
6,Carprofen 100mg Tablet,Rimadyl,1,1,0,0,TAB,0,0,0,0,0,100 mg,180,TAB,$77.11
6,Carprofen 100mg/ml Oral,,1,1,0,1,ML,0,0,0,0,0,100 mg,120,ML,$0.00
6,Carprofen 25mg Caplet,Vetprofen,1,0,0,0,CAP ,0,0,0,0,0,25 mg,240,TAB,$57.36
6,Carprofen 25mg Chew,"Rimadyl, Novox",1,1,0,0,TAB,0,0,0,0,0,25 mg,180,TAB,$0.36
6,Carprofen 25mg Tablet,Rimadyl,1,1,0,0,TAB,0,0,0,0,0,25 mg,180,TAB,$53.24
6,Carprofen 50 mg/ml Inj,Rimadyl,1,1,0,1,ML,0,0,0,0,0,50 mg,20,ML,$52.77
6,Carprofen 75 mg Chew,"Novox, Rimadyl",1,1,0,0,TAB,0,0,0,0,0,75 mg,60,TAB,$24.39
6,Carprofen 75mg Caplet,Vetprofen,1,0,0,0,CAP,0,0,0,0,0,75 mg,240,CAP ,$66.18
6,Carprofen 75mg Tablet,Rimadyl,1,1,0,0,TAB,0,0,0,0,0,75 mg,180,TAB,$65.28
6,Carvedilol 12.5mg Tablet,Coreg,1,1,0,0,TAB,0,0,0,0,0,12.5 mg,100,TAB,$2.54
6,Carvedilol 25mg Tablet,Coreg,1,1,0,0,TAB,0,0,0,0,0,25 mg,100,TAB,$11.10
6,Carvedilol 3.125mg Tablet,Coreg,1,1,0,0,TAB,0,0,0,0,0,3.125 mg,100,TAB,$3.77
6,Carvedilol 6.25mg Tablet,Coreg,1,1,0,0,TAB,0,0,0,0,0,6.25 mg,100,TAB,$5.13
6,Casimune CAS Soft Chews 120ct,,1,0,0,0,JAR,0,0,0,0,0,,1,JAR,$35.01
6,Cefadroxil 50 mg/mL Oral ,,1,0,0,0,BTTL,0,0,0,0,0,50 mg,1,BTTL,$12.64
6,Cefazolin 10gm,,1,0,0,0,BTTL,0,0,0,0,0,10 g,100,BTTL,$11.12
6,Cefazolin 1gm Vial,,1,0,0,0,BTTL,0,0,0,0,0,1 g,250,BTTL,$25.44
6,Cefovecin Sodium 80 mg/mL Inj,Convenia,1,1,0,0,ML,0,0,0,0,0,80 mg,10,ML,$457.40
6,Cefoxitin 1g Injection,,1,0,0,0,BTTL,0,0,0,0,0,1 g,10,BTTL,$62.81
6,Cefpodoxime 100mg Tablet,Simplicef,1,1,0,0,TAB,0,0,0,0,0,100 mg,250,TAB,$116.71
6,Cefpodoxime 200mg Tablet,Simplicef,1,1,0,0,TAB,0,0,0,0,0,200 mg,500,TAB,$328.56
6,Ceftazidime 100mg/ml Inj,,1,0,0,0,VIAL,0,0,0,0,0,100 mg,25,VIAL,$103.50
6,Ceftriaxone 1g Injectable,,1,0,0,0,VIAL,0,0,0,0,0,1 g,10,VIAL,$36.29
6,Cefuroxime 1.5g,Zinacef,1,0,0,0,EACH,0,0,0,0,0,1.5 g,1,EACH,$11.64
6,Cefuroxime 250 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,250 mg,60,TAB,$103.91
6,Cefuroxime PDR Inj 250mg per vial,Zinacef,1,0,0,0,VIAL,0,0,0,0,0,250 mg,5,VIAL,$9.53
6,Cefuroxime PDR Inj 750mg per vial,Zinacef,1,0,0,0,VIAL,0,0,0,0,0,750 mg,5,VIAL,$24.13
6,Cephalexin 150 mg Chew Tablet,Keflex,1,1,0,0,TAB,0,0,0,0,0,150 mg,100,TAB,$30.41
6,Cephalexin 250 mg Capsule,Keflex,1,0,0,0,CAP ,0,0,0,0,0,250 mg,100,CAP ,$4.35
6,Cephalexin 300 mg Chew Tablet,Keflex,1,1,0,0,TAB,0,0,0,0,0,300 mg,100,TAB,$49.31
6,Cephalexin 500mg Capsule,Keflex,1,0,0,0,CAP,0,0,0,0,0,500 mg,100,CAP,$0.00
6,Cephalexin 600 mg Chew Tablet,Keflex,1,1,0,0,TAB,0,0,0,0,0,600 mg,100,TAB,$88.11
6,"Cephalexin Susp 50mg/mL, 100mL",Keflex,1,1,0,0,ML,0,0,0,0,0,50mg,100,ML,$0.00
6,Cerasoothe CHX+KET Shampoo,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$11.48
6,Chloramphenicol 1000 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,1000 mg,100,TAB,$81.07
6,Chloramphenicol 250 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,250 mg,500,TAB,$91.76
6,Chloramphenicol 500 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,500 mg,500,TAB,$177.81
6,Chloramphenicol Eye Drops 0.5% 10ml,,1,0,0,0,EACH,0,0,0,0,0,0.50%,1,EACH,$13.58
6,Chloramphenicol Ointment 1% 5G,,1,0,0,0,TUBE,0,0,0,0,0,1%,1,TUBE,$6.49
6,Chlorhexidine Shampoo 4%,,1,0,0,0,BTTL,0,0,0,0,0,4%,1,BTTL,$9.24
6,Chlorhexidine Solution 2% 1 Gallon,,1,0,0,0,GAL,0,0,0,0,0,,1,GAL,$7.96
6,Chloropt Eye Ointment 1% 5G,,1,0,0,0,EACH,0,0,0,0,0,1%,1,EACH,$6.49
6,Chlorpheniramine 10mg/mL Inj,,1,1,0,0,ML,0,0,0,0,0,10 mg,50,ML,$50.51
6,Chlorpheniramine 4mg,,1,1,0,0,TAB,0,0,0,0,0,4 mg,100,TAB,$1.24
6,Chlorsig Drops 0.5% Drops 10Ml,,1,0,0,0,BTTL,0,0,0,0,0,0.50%,1,BTTL,$6.79
6,Cholestyramine 4 gm packet,,1,0,0,0,PACKET,0,0,0,0,0,4 g,10,PACKET,$0.00
6,Cimetidine 400mg Tablet,Tagamet,1,1,0,0,TAB,0,0,0,0,0,400 mg,100,TAB,$25.93
6,Cimetidine 800 mg Tablet,Tagamet,1,1,0,0,TAB,0,0,0,0,0,800 mg,100,TAB,$120.76
6,Ciprofloxacin  0.3% Opth Sol .3% 5ml ,,1,0,0,0,EACH,0,0,0,0,0,3%,1,EACH,$23.12
6,Ciprofloxacin 0.3% Ophth Sol,,1,0,0,0,EACH,0,0,0,0,0,0.30%,1,EACH,$15.81
6,Ciprofloxacin 100mg/ml HCl Oral ,,1,1,0,0,ML,0,0,0,0,0,100 mg,30,ML,$61.65
6,Ciprofloxacin 250 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,250 mg,100,TAB,$23.33
6,Ciprofloxacin 500mg Capsule,,1,0,0,0,CAP ,0,0,0,0,0,500 mg,100,CAP ,$0.00
6,Ciprofloxacin 50mg/ml Oral,,1,1,0,0,ML,0,0,0,0,0,50 mg,120,ML,$0.00
6,Ciprofloxacin 750 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,750 mg,50,TAB,$10.76
6,Cisapride 5mg per Tablet ,,1,1,0,0,TAB,0,0,0,0,0,5 mg,100,TAB,$37.80
6,Cisplatin 1mg/ml Inj 50ml ,,1,1,0,0,ML,0,0,0,0,0,1 mg,50,ML,$17.71
6,Citadel L 5,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$0.00
6,CIV Vaccine,,1,0,0,0,DOSE,0,0,0,0,0,,25,DOSE,$439.00
6,Clarithromycin 25 mg/mL Oral,,1,0,0,0,BTTL,0,0,0,0,0,25 mg,1,BTTL,$67.72
6,Claro Otic Solution (per tube),,1,0,0,0,TUBE,0,0,0,0,0,,10,TUBE,$0.00
6,Clean Up Pour On 2.5gal,,1,0,0,0,EACH,0,0,0,0,0,2.5 g,1,EACH,$0.00
6,Clindamycin  25mg/mL Inj 20mL,Antirobe,1,0,0,0,BTTL,0,0,0,0,0,25mg,1,BTTL,$28.60
6,Clindamycin 150 mg Capsule,Antirobe,1,0,0,0,CAP ,0,0,0,0,0,150 mg,100,CAP ,$6.61
6,Clindamycin 25 mg Capsule,Antirobe,1,0,0,0,CAP,0,0,0,0,0,25 mg,200,CAP,$47.74
6,Clindamycin 25 mg/mL Oral Drops,Antirobe,1,0,0,0,BTTL,0,0,0,0,0,25 mg,20,ML,$2.59
6,Clindamycin 264mg Tablet,Zodon,1,1,0,0,TAB,0,0,0,0,0,264 mg,120,TAB,$129.27
6,Clindamycin 300mg Capsule,Antirobe,1,0,0,0,CAP,0,0,0,0,0,300 mg,100,CAP,$13.67
6,Clindamycin 75mg Capsule,Antirobe,1,0,0,0,CAP,0,0,0,0,0,75 mg,200,CAP,$50.66
6,Clindamycin 88mg Tablet,Zodon,1,1,0,0,TAB,0,0,0,0,0,88mg,120,TAB,$59.85
6,Clindamycin Oral,Zodon,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$9.24
0,Clip n Cool Clipper Spray 400G,,1,0,0,0,EACH,0,0,0,0,0,400 g,1,EACH,$19.29
6,Clomipramine 20mg Tablet 30ct,Clomicalm,1,0,0,0,BOX,0,0,0,0,0,20 mg,1,BOX,$0.00
6,Clomipramine 40mg Tablet,Clomicalm,1,0,0,0,BOX,0,0,0,0,0,40 mg,1,BOX,$28.91
6,Clomipramine 50 mg Capsule 100 ct,Clomicalm,1,0,0,0,BOX,0,0,0,0,0,50 mg,1,BOX,$8.82
6,Clomipramine 5mg Tablet 30ct,Clomicalm,1,0,0,0,BOX,0,0,0,0,0,5 mg,1,BOX,$0.00
4,Clonazepam 2mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,2 mg,100,TAB,$2.79
6,Clonidine 0.1 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,0.1 mg,100,TAB,$3.30
6,Clonidine 0.2 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,0.2 mg,100,TAB,$3.30
6,Clonidine 0.3 mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,0.3 mg,100,TAB,$4.04
6,Clopidogrel 18.75mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,18.75 mg,100,TAB,$32.40
6,Clopidogrel 75mg Tablet,,1,1,0,0,TAB,0,0,0,0,0,75 mg,100,TAB,$0.53
4,Clorazepate 7.5 mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,7.5 mg,100,TAB,$73.76
6,Clorexyderm Ear Cleaner 150ml,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$12.81
6,Clorexyderm Shampoo 200ml,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$12.95
6,Clorexyderm Solution 200ml,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$12.95
6,Clovite Conditioner,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$0.00
6,CLS Solution 250ml,,1,1,0,0,PACK,0,0,0,0,0,,1,PACK,$79.59
6,CMPK  33% Oral 12oz,,1,0,0,0,EACH,0,0,0,0,0,33%,1,EACH,$0.00
6,CMPK Gel 300ml Tube,,1,0,0,0,TUBE,0,0,0,0,0,,1,TUBE,$5.70
6,CMT Concentrate,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$10.30
6,Co Trimoxazole Susp 40/200mg (100),,1,1,0,0,ML,0,0,0,0,0,240mg,100,ML,$17.51
6,Cobalequin Cat/Sm Dog  Tablet 45ct,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$12.49
6,Cobalequin M/L Dog Tablet 45ct,,1,0,0,0,EACH,0,0,0,0,0,,1,EACH,$15.49
2,Codeine 15 mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,15 mg,100,TAB,$102.79
2,Codeine 30 mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,30 mg,100,TAB,$79.21
2,Codeine 60 mg Tablet,,1,1,0,0,TAB,1,1,1,1,1,60 mg,100,TAB,$146.91
6,Colvasone 2% Inj 50ml ,,1,1,0,0,ML,0,0,0,0,0,,50,ML,$11.29
6,Complivit 150ml bottle,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$12.00
6,Conzol 1% Lotion  60CC,,1,1,0,0,ML,0,0,0,0,0,1%,60,ML,$4.11
6,Corid 20% SOL PWD,,1,0,0,0,PACK,0,0,0,0,0,20%,1,PACK,$15.00
6,Corid 9.6% ORAL SOL 16OZ,,1,0,0,0,EACH,0,0,0,0,0,9.60%,1,EACH,$0.00
6,Corid 9.6% ORAL SOL GAL,,1,0,0,0,EACH,0,0,0,0,0,9.60%,1,EACH,$0.00
6,Cortavance 31ml Spray,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$11.47
6,Cortisol Slide,,1,0,0,0,TEST,0,0,0,0,0,,6,TEST,$54.37
6,Cortisol SNAP Test,,1,0,0,0,TEST,0,0,0,0,0,,6,TEST,$156.00
6,Cortotic Ear Spray 16ml,,1,0,0,0,BTTL,0,0,0,0,0,,1,BTTL,$13.46
6,Cortrosyn 0.25mg/ml Inj,,1,1,0,0,ML,0,0,0,0,0,0.25 mg,2,ML,$0.00
6,Corvental D 100mg Capsule,,1,0,0,0,CAP,0,0,0,0,0,100 mg,100,CAP,$133.99
6,Corvental D 200mg Capsule,,1,0,0,0,CAP,0,0,0,0,0,200 mg,100,CAP,$175.91
6,Cosacthen 0.25mg/ml Vial 1ml,,1,0,0,0,VIAL,0,0,0,0,0,0.25 mg,1,VIAL,$28.84
6,Cosopt Dorzolamide 2% & Timolol0.5%,,1,0,0,0,BTTL,0,0,0,0,0,0.50%,1,BTTL,$15.88
6,Cosyntropin 0.25 mg/mL Inj,,1,0,0,0,VIAL,0,0,0,0,0,0.25 mg,10,VIAL,$657.52
6,Cotton Tip Applicators,,1,0,0,0,BOX,0,0,0,0,0,,1,BOX,$5.68
6,Cough Tablet 110mg,,1,1,0,0,TAB,0,0,0,0,0,110 mg,250,TAB,$60.11
6,CPH: Mirtazapine 2mg (Per cap),,1,0,0,0,CAP,0,0,0,0,0,2 mg,100,CAP,$0.63
6,Crananadin Chew Tablet 75ct,,1,1,0,0,TAB,0,0,0,0,0,,75,TAB,$32.99
6,Crananidin Chew Tablet,,1,1,0,0,TAB,0,0,0,0,0,,75,TAB,$32.99
6,Credelio 25.1-50lbs Chew,,1,1,0,0,TAB,0,0,0,0,0,,10,BOX,$938.05
6,Credelio Canine 12.1-25lbs Chew,,1,1,0,0,TAB,0,0,0,0,0,,16,TAB,$271.04
6,Credelio Canine 4.4-6lbs Chew,,1,1,0,0,TAB,0,0,0,0,0,,16,TAB,$264.96
6,Credelio Feline 2-4lbs Chew,,1,1,0,0,TAB,0,0,0,0,0,,16,TAB,$201.92
6,Credelio Feline 4.1-17lbs Chew,,1,1,0,0,TAB,0,0,0,0,0,,16,TAB,$223.04
